Sl.no,Designation,Company,Experience,Location,More location,Working type,Category,Count of jobs
660,Guidewire Billing Center Business Analyst,Rapid Consulting Services,7 to 11 Yrs,Hyderabad, Telangana,Regular,Business Analyst,1
661,Business Analyst- HR-Payroll (Max Budget - 32 LPA),Rapsys Technologies,9 to 10 Yrs,Hyderabad, Telangana,Regular,Business Analyst,1
662,Senior Business Analyst,WebMobTech Solutions Pvt. Ltd.,4 to 7 Yrs, Gujarat,Ahmedabad,Regular,Business Analyst,1
663,Business Analyst,Battery Smart,3 to 7 Yrs, Haryana,Not Available,Regular,Business Analyst,1
664,Junior Business Analyst,All Indian IT Services,1 to 3 Yrs, Maharashtra,Nagpur,Regular,Business Analyst,1
665,Technical Document/Content Writer/Business Analyst,neXjob.in,5 to 9 Yrs,Delhi,Not Available,Regular,Business Analyst,1
666,Business Analyst - KYC,K-RY Tech Advisory,3 to 7 Yrs,All India,Not Available,Regular,Business Analyst,1
667,Technical Business Analyst,Xomic Infotech Pvt. Ltd.,3 to 7 Yrs, Gujarat,Ahmedabad,Regular,Business Analyst,1
668,Lead Business Analyst,Amara Raja Advanced Cell Technologi...,5 to 9 Yrs,Tirupati, Andhra Pradesh,Regular,Business Analyst,1
669,Business Requirements Analysis-Business Analyst,Accenture in India,5 to 9 Yrs, Maharashtra,Pune,Regular,Business Analyst,1
670,QA / Business Analyst / Tester,Medocity,3 to 7 Yrs, Haryana,Not Available,Regular,Business Analyst,1
671,Business Analyst  Database Management,Momentum Metropolitan Services,8 to 10 Yrs, Maharashtra,Navi Mumbai,Regular,Business Analyst,1
672,Business Analyst,SAM Manpower and Career Services LL...,3 to 7 Yrs,Chennai, Tamil Nadu,Regular,Business Analyst,1
673,Interesting  Opportunity Business Analyst/Senior Busine ...,HuQuo Consulting Pvt. Ltd.,1 to 5 Yrs, Haryana,Not Available,Regular,Business Analyst,1
674,Business Analyst  Crypto Services,Tradu,5 to 9 Yrs,Chennai, Tamil Nadu,Regular,Business Analyst,1
675,IT Business Analyst II-Salesforce CRM,Syneos Health,3 to 5 Yrs,All India,Not Available,Regular,Business Analyst,1
676,Business Analyst - Sales,Blaze Web Services Pvt Ltd,2 to 4 Yrs,All India,Not Available,Regular,Business Analyst,1
677,Business Analyst - Financial Accounting 1 Plus Exp,Revalsys Technologies,2 to 6 Yrs,Hyderabad, Telangana,Regular,Business Analyst,1
678,Salesforce Business Analyst - 45458BR,Synopsys Inc,2 to 6 Yrs,Noida, Uttar Pradesh,Regular,Business Analyst,1
679,Jr. Business Analyst,Schbang,1 to 2 Yrs, Maharashtra,Not Available,Regular,Business Analyst,1
680,Business Analyst,Codezion Softwares Pvt. Ltd.,0 to 7 Yrs,Jaipur, Rajasthan,Regular,Business Analyst,1
681,Specialist Business Analyst,BirlaSoft,6 to 9 Yrs,All India,Not Available,Regular,Business Analyst,1
682,Business Analyst - Salesforce,ETG Digital,3 to 6 Yrs,Hyderabad, Telangana,Regular,Business Analyst,1
683,Business Analyst,Skill Hire,0 to 1 Yr,All India,Not Available,Regular,Business Analyst,1
684,Interesting  Opportunity IndiaNIC - Lead Business Analy ...,IndiaNIC Infotech Limited,5 to 9 Yrs, Gujarat,Ahmedabad,Regular,Business Analyst,1
685,"Lead Engineer - 2,Business Analyst",PepsiCo,3 to 6 Yrs, Telangana,Not Available,Regular,Business Analyst,1
686,Business Analyst - Platform Solutions Group,Oxane Partners,1 to 5 Yrs, Haryana,Not Available,Regular,Business Analyst,1
687,Business Analyst,NeST Digital,5 to 9 Yrs,Kochi, Kerala,Regular,Business Analyst,1
688,Senior Business Analyst - Remote India,Luxoft,5 to 9 Yrs,All India,Not Available,Regular,Business Analyst,1
689,Adobe Business Analyst,UBS,3 to 7 Yrs, Maharashtra,Pune,Regular,Business Analyst,1
690,Business Analyst/ Business Consultant,Electromech Infraprojects,3 to 7 Yrs,All India,Not Available,Regular,Business Analyst,1
691,Business Analyst,Transak,1 to 5 Yrs, Karnataka,Not Available,Regular,Business Analyst,1
692,Business analyst,Sage IT India,5 to 9 Yrs,All India,Not Available,Regular,Business Analyst,1
693,Business Analyst  (Non IT ),HR Inc Consultants,5 to 8 Yrs, Maharashtra,Not Available,Regular,Business Analyst,1
694,Business Analyst - Pre Sales ( IT Sales || SAAS Sales ),Dreamcast,3 to 7 Yrs,Jaipur, Rajasthan,Regular,Business Analyst,1
695,IT Business Analyst,EncureIT Systems Private Limited,2 to 3 Yrs,All India,Not Available,Regular,Business Analyst,1
696,JD Edwards Business Analyst,itForte,5 to 9 Yrs,All India,Not Available,Regular,Business Analyst,1
697,Business Analyst,Computer Software & Solutions Inter...,2 to 6 Yrs,Hyderabad, Telangana,Regular,Business Analyst,1
698,Business Analyst,Evolute,5 to 9 Yrs, Karnataka,Not Available,Regular,Business Analyst,1
699,"SAP Business Analyst, PM",Koch Industries,6 to 10 Yrs, Karnataka,Not Available,Regular,Business Analyst,1
700,Business Analyst - Presale,Dotsquares,2 to 6 Yrs,Jaipur, Rajasthan,Regular,Business Analyst,1
701,Business Analyst/ Business Consultant,Electromech Infraprojects,3 to 7 Yrs,All India,Not Available,Regular,Business Analyst,1
702,Business Analyst,Transak,1 to 5 Yrs, Karnataka,Not Available,Regular,Business Analyst,1
703,Business analyst,Sage IT India,5 to 9 Yrs,All India,Not Available,Regular,Business Analyst,1
704,Business Analyst  (Non IT ),HR Inc Consultants,5 to 8 Yrs, Maharashtra,Not Available,Regular,Business Analyst,1
705,Business Analyst - Pre Sales ( IT Sales || SAAS Sales ),Dreamcast,3 to 7 Yrs,Jaipur, Rajasthan,Regular,Business Analyst,1
706,IT Business Analyst,EncureIT Systems Private Limited,2 to 3 Yrs,All India,Not Available,Regular,Business Analyst,1
707,JD Edwards Business Analyst,itForte,5 to 9 Yrs,All India,Not Available,Regular,Business Analyst,1
708,Business Analyst,Computer Software & Solutions Inter...,2 to 6 Yrs,Hyderabad, Telangana,Regular,Business Analyst,1
709,Business Analyst,Evolute,5 to 9 Yrs, Karnataka,Not Available,Regular,Business Analyst,1
710,"SAP Business Analyst, PM",Koch Industries,6 to 10 Yrs, Karnataka,Not Available,Regular,Business Analyst,1
711,Business Analyst - Presale,Dotsquares,2 to 6 Yrs,Jaipur, Rajasthan,Regular,Business Analyst,1
712,Salesforce Business Analyst,Jade Global,3 to 7 Yrs,Kolkata, West Bengal,Regular,Business Analyst,1
713,Business Analyst / Lead Generation,Viraaal,2 to 6 Yrs,All India,Not Available,Regular,Business Analyst,1
714,Business Analyst,Strategic Talent Partner,2 to 6 Yrs, Haryana,Not Available,Regular,Business Analyst,1
715,Business Analyst - (Health Insurance),Damco Solutions,5 to 9 Yrs,All India,Not Available,Regular,Business Analyst,1
716,Senior IT Business Analyst,Soulpage IT Solutions,3 to 5 Yrs,Hyderabad, Telangana,Regular,Business Analyst,1
717,"Business Analyst- Insurance - Health, Life and P&C - Em ...",Damco Solutions,5 to 10 Yrs,All India,Not Available,Regular,Business Analyst,1
718,Business Analyst,R1 RCM,3 to 7 Yrs,Noida, Uttar Pradesh,Regular,Business Analyst,1
719,Automation Business Analyst,Orange,3 to 7 Yrs, Maharashtra,Not Available,Regular,Business Analyst,1
720,Business Analyst,Stavtar Solutions,4 to 6 Yrs, Karnataka,Not Available,Regular,Business Analyst,1
721,Business Analyst / Product Owner Team Member,Clubman & Hospitality Software Solu...,3 to 7 Yrs,All India,Not Available,Regular,Business Analyst,1
722,Business Analyst  BA,C2L Biz,2 to 5 Yrs, Maharashtra,Not Available,Regular,Business Analyst,1
723,Business Analyst/Sr Business Analyst,Advanced Medical Pricing Solutions ...,3 to 6 Yrs,All India,Not Available,Regular,Business Analyst,1
724,IT Business Analyst,CaryTek,3 to 6 Yrs,Hyderabad, Telangana,Regular,Business Analyst,1
725,Business Analyst,Orocorp Technologies,2 to 3 Yrs,Chennai, Tamil Nadu,Regular,Business Analyst,1
726,BUSINESS ANALYST,Triangle Global,5 to 9 Yrs, Haryana,Not Available,Regular,Business Analyst,1
727,Salesforce Business Analyst,Mirketa Inc,2 to 10 Yrs,Gautam Buddha Nagar, Uttar Pradesh,Regular,Business Analyst,1
728,Business Analyst - EIS,EPAM Systems,3 to 5 Yrs, Haryana,Not Available,Regular,Business Analyst,1
729,Business Analyst,REBOOT Consultancy & Services,5 to 9 Yrs,All India,Not Available,Regular,Business Analyst,1
730,Senior Business Analyst,Shriram Value Services Ltd,4 to 11 Yrs,Chennai, Tamil Nadu,Regular,Business Analyst,1
731,Product Owner/ Senior Business Analyst,Seminal,5 to 9 Yrs,Chennai, Tamil Nadu,Regular,Business Analyst,1
732,Business Analyst - Account Payable,Genpact,5 to 9 Yrs,Noida, Uttar Pradesh,Regular,Business Analyst,1
733,Business Analyst-Pervasive Sensing,Emerson,3 to 7 Yrs, Maharashtra,Pune,Regular,Business Analyst,1
734,Senior Business Analyst,WeblineIndia,5 to 8 Yrs, Gujarat,Ahmedabad,Regular,Business Analyst,1
735,Business Analyst,Bitcot technologies,0 to 1 Yr,Chennai, Tamil Nadu,Regular,Business Analyst,1
736,Business Analyst (IT),Huptech HR Solutions,2 to 3 Yrs, Gujarat,Ahmedabad,Regular,Business Analyst,1
737,"Business Analyst, Marine",Focas,5 to 9 Yrs, Maharashtra,Pune,Regular,Business Analyst,1
738,Business Analyst,Technovert,3 to 7 Yrs,Hyderabad, Telangana,Regular,Business Analyst,1
739,Business Analyst,WebFusion Solutions,3 to 7 Yrs,All India,Not Available,Regular,Business Analyst,1
740,Business Analyst,Binge Consulting,2 to 6 Yrs, Maharashtra,Not Available,Regular,Business Analyst,1
741,Senior Business Analyst,Shriram Value Services Ltd,4 to 11 Yrs,Chennai, Tamil Nadu,Regular,Business Analyst,1
742,Product Owner/ Senior Business Analyst,Seminal,5 to 9 Yrs,Chennai, Tamil Nadu,Regular,Business Analyst,1
743,Business Analyst - Account Payable,Genpact,5 to 9 Yrs,Noida, Uttar Pradesh,Regular,Business Analyst,1
744,Business Analyst-Pervasive Sensing,Emerson,3 to 7 Yrs, Maharashtra,Pune,Regular,Business Analyst,1
745,Senior Business Analyst,WeblineIndia,5 to 8 Yrs, Gujarat,Ahmedabad,Regular,Business Analyst,1
746,Business Analyst,Bitcot technologies,0 to 1 Yr,Chennai, Tamil Nadu,Regular,Business Analyst,1
747,Business Analyst (IT),Huptech HR Solutions,2 to 3 Yrs, Gujarat,Ahmedabad,Regular,Business Analyst,1
748,"Business Analyst, Marine",Focas,5 to 9 Yrs, Maharashtra,Pune,Regular,Business Analyst,1
749,Business Analyst,Technovert,3 to 7 Yrs,Hyderabad, Telangana,Regular,Business Analyst,1
750,Business Analyst,WebFusion Solutions,3 to 7 Yrs,All India,Not Available,Regular,Business Analyst,1
751,Business Analyst,Binge Consulting,2 to 6 Yrs, Maharashtra,Not Available,Regular,Business Analyst,1
752,Business Analyst,Devnco Technologies,4 to 8 Yrs,All India,Not Available,Regular,Business Analyst,1
753,Business Analyst,E-QL Business Solutions,5 to 8 Yrs, Maharashtra,Pune,Regular,Business Analyst,1
754,Junior Business Analyst,Programmers.io,2 to 4 Yrs,All India,Not Available,Regular,Business Analyst,1
755,Business Analyst,Antino,5 to 9 Yrs, Haryana,Not Available,Regular,Business Analyst,1
756,Business Analyst - Serole Technologies,Serole Technologies,2 to 5 Yrs,Hyderabad, Telangana,Regular,Business Analyst,1
757, Title Business Analysts,YESCRM.org,0 to 4 Yrs, Maharashtra,Not Available,Regular,Business Analyst,1
758,Business Analyst - P&C Insurance,LTIMindtree Limited,3 to 7 Yrs,Mumbai City,"Noida, Pune",Regular,Business Analyst,1
759,business analyst,HARJAI COMPUTERS PRIVATE LIMITED,2 to 5 Yrs,Mumbai City,Not Available,Regular,Business Analyst,1
760,Business analyst,HARJAI COMPUTERS PRIVATE LIMITED,2 to 5 Yrs,Mumbai City,Not Available,Regular,Business Analyst,1
761,NetSuite Business Analyst,Finastra,5 to 9 Yrs, Karnataka,Not Available,Regular,Business Analyst,1
762,Business Analyst,AppSoft Solutions,0 to 3 Yrs, Maharashtra,Not Available,Regular,Business Analyst,1
763,Technical Business Analyst,NetEd,4 to 5 Yrs, Haryana,Not Available,Regular,Business Analyst,1
764,TS POD - Business Analyst,HARMAN International,2 to 6 Yrs, Karnataka,Not Available,Regular,Business Analyst,1
765,Business Analyst ( Power BI ),CareerHaat,8 to 12 Yrs,Kolkata, West Bengal,Regular,Business Analyst,1
766,Business Analyst - CRM,Advanz101 Systems Pvt Ltd.,0 to 6 Yrs, Maharashtra,Pune,Regular,Business Analyst,1
767,Business Analyst,eGovernments Foundation,3 to 5 Yrs, Karnataka,Not Available,Regular,Business Analyst,1
768,Senior Business Analyst,Optical Arc Pvt. Ltd.,8 to 12 Yrs,All India,Not Available,Regular,Business Analyst,1
769,Business Analyst,GEDU Global Education,3 to 7 Yrs,Noida, Uttar Pradesh,Regular,Business Analyst,1
770,Business Analyst - Financial asset class and its valuat ...,infinity business solutions pvt ltd,4 to 10 Yrs, Maharashtra,Pune,Regular,Business Analyst,1
771,Major Markets - UK Business Analyst I T500-10268,Bristol Myers Squibb,0 to 3 Yrs,Hyderabad, Telangana,Regular,Business Analyst,1
772,Business Analyst C2,NR Consulting,3 to 7 Yrs, Karnataka,Not Available,Regular,Business Analyst,1
773,Business Analyst IT,SAM Manpower and Career Services LL...,3 to 7 Yrs, Haryana,Not Available,Regular,Business Analyst,1
774,Business Analyst-Financial Accounting,Revalsys Technologies,2 to 6 Yrs,All India,Not Available,Regular,Business Analyst,1
775,Business Analyst,Callaway Digital Technologies,6 to 10 Yrs,Hyderabad, Telangana,Regular,Business Analyst,1
776,Business Analyst,PIXL,3 to 7 Yrs,Hyderabad, Telangana,Regular,Business Analyst,1
777,Business Analyst  Technology & Innovation,Technip Energies,8 to 12 Yrs,All India,Not Available,Regular,Business Analyst,1
778,iLink Systems - Business Analyst - Finance Domain,Ilink Systems Pvt Ltd,7 to 11 Yrs,Noida, Uttar Pradesh,Regular,Business Analyst,1
779,SAP Integrated Business Planning IBP-Business Analyst,Accenture in India,3 to 7 Yrs, Karnataka,Not Available,Regular,Business Analyst,1
780,Business Analyst / Product Manager,Mapps IT Services Pvt Ltd,7 to 10 Yrs,Kolkata, West Bengal,Regular,Business Analyst,1
781,Business Analyst,Beeka Ads,2 to 6 Yrs,Kochi, Kerala,Regular,Business Analyst,1
782,Business Analyst,Intelivita,4 to 8 Yrs, Gujarat,Ahmedabad,Regular,Business Analyst,1
783,Business Analyst,MobileFirst Applications | Fintegra...,3 to 7 Yrs, Gujarat,Ahmedabad,Regular,Business Analyst,1
784,Lead Business Analyst - Hybris Multi-channel eCommerce  ...,infinity business solutions pvt ltd,7 to 12 Yrs, Karnataka,Not Available,Regular,Business Analyst,1
785,Business Analyst,Synarion IT Solutions,1 to 4 Yrs,Jaipur, Rajasthan,Regular,Business Analyst,1
786,Business Analyst,brancosoft,2 to 5 Yrs,Gautam Buddha Nagar, Uttar Pradesh,Regular,Business Analyst,1
787,Business Analyst,Fluper,2 to 7 Yrs,Gautam Buddha Nagar, Uttar Pradesh,Regular,Business Analyst,1
788,Business Process Analyst / Internal Auditor (SAP Busine ...,Kriarj Business Consultants (OPC) P...,3 to 7 Yrs, Maharashtra,Not Available,Regular,Business Analyst,1
789,Lead Business Analyst,LSEG (London Stock Exchange Group),10 to 14 Yrs, Karnataka,Not Available,Regular,Business Analyst,1
790,Business Analyst,Absyz,3 to 4 Yrs,Hyderabad, Telangana,Regular,Business Analyst,1
791,Business Analyst,Droisys Inc.,4 to 6 Yrs, Gujarat,Ahmedabad,Regular,Business Analyst,1
792,Business Analyst,LetMeDoit Technologies,2 to 5 Yrs,All India,Not Available,Regular,Business Analyst,1
793,Salesforce Commerce Cloud Platform-Business Analyst,GVMS Infotech,5 to 15 Yrs,All India,Not Available,Regular,Business Analyst,1
794,Intercon Markets - CEETII Business Analyst III,Bristol Myers Squibb,5 to 9 Yrs,Hyderabad, Telangana,Regular,Business Analyst,1
795,IT Business Analyst,Voyo Technologies,2 to 6 Yrs,Ernakulam, Kerala,Regular,Business Analyst,1
796,Business Analyst  MNC,HEADHUNTERSINC CONSULTANCY PRIVATE ...,8 to 11 Yrs,Chennai, Tamil Nadu,Regular,Business Analyst,1
797,Senior Business Analyst,TagIT Solutions,4 to 7 Yrs,Chennai, Tamil Nadu,Regular,Business Analyst,1
798,Business Analyst,Immidart Technologies LLP,0 to 3 Yrs, Karnataka,Not Available,Regular,Business Analyst,1
799,Business Analyst,HEADHUNTERSINC CONSULTANCY PRIVATE ...,8 to 11 Yrs,Chennai, Tamil Nadu,Regular,Business Analyst,1
800,Senior Business Analyst (Xceptor),Luxoft,5 to 9 Yrs, Karnataka,Not Available,Regular,Business Analyst,1
801,Business Analyst (US Healthcare),Xyram Software Solutions,4 to 5 Yrs,Hyderabad, Telangana,Regular,Business Analyst,1
802,Senior Business Analyst for IT,MD Shakeel Ahamed Hiring For MNC,12 to 18 Yrs,Bangalore,Not Available,Regular,Business Analyst,1
803,Business Analyst Trainee,Ecosmob Technologies Pvt. Ltd.,0 to 1 Yr, Gujarat,Ahmedabad,Regular,Business Analyst,1
804,SAP Hana Business Analyst,SKILL ADDER,3 to 5 Yrs,Chennai, Tamil Nadu,Regular,Business Analyst,1
805,Business Analyst with Testing,Mclene Soft Solutions,2 to 5 Yrs, Karnataka,Not Available,Regular,Business Analyst,1
806,Business Analyst,Benepik,1 to 2 Yrs, Haryana,Not Available,Regular,Business Analyst,1
807,"Business Analyst, Mumbai",Recex,4 to 6 Yrs, Maharashtra,Not Available,Regular,Business Analyst,1
808,Senior Business Analyst,Concinnity Media Technologies,7 to 12 Yrs, Karnataka,Not Available,Regular,Business Analyst,1
809,Senior Business Analyst( Adobe Experience Manager ),Advent Global Solutions,7 to 11 Yrs,Hyderabad, Telangana,Regular,Business Analyst,1
810,Technical Business Analyst,Hyperlink Infosystem,3 to 7 Yrs, Gujarat,Ahmedabad,Regular,Business Analyst,1
811,Convergence IT Services - Implementation/Business Analy ...,Convergence IT Services,2 to 3 Yrs, Maharashtra,Navi Mumbai,Regular,Business Analyst,1
812,Business Analyst,RESEARCHTECH,2 to 6 Yrs,All India,Not Available,Regular,Business Analyst,1
813,IT Business Analyst,Acaira Technologies Pvt.Ltd,2 to 5 Yrs, Maharashtra,Not Available,Regular,Business Analyst,1
814,Salesforce Business Analyst,BOYEN HADDIN CONSULTING AND TECHNOL...,4 to 7 Yrs,Thane,Not Available,Regular,Business Analyst,1
815,Principal Business Analyst Product,Intellvisions Software Limited,8 to 15 Yrs, Maharashtra,Navi Mumbai,Regular,Business Analyst,1
816,Business Analyst,Datagrid Solutions,3 to 4 Yrs, Maharashtra,Not Available,Regular,Business Analyst,1
817,Business Analyst - Apparel Domain,reach technologies inc,3 to 5 Yrs,All India,Not Available,Regular,Business Analyst,1
818,Business Analyst,Technostacks Infotech Private Limit...,3 to 7 Yrs, Gujarat,Ahmedabad,Regular,Business Analyst,1
819,Business Analyst,NEOTECH Solutions,3 to 7 Yrs,All India,Not Available,Regular,Business Analyst,1
820,"Business Analyst, Mumbai",Recex,4 to 6 Yrs, Maharashtra,Not Available,Regular,Business Analyst,1
821,Senior Business Analyst,Concinnity Media Technologies,7 to 12 Yrs, Karnataka,Not Available,Regular,Business Analyst,1
822,Senior Business Analyst( Adobe Experience Manager ),Advent Global Solutions,7 to 11 Yrs,Hyderabad, Telangana,Regular,Business Analyst,1
823,Technical Business Analyst,Hyperlink Infosystem,3 to 7 Yrs, Gujarat,Ahmedabad,Regular,Business Analyst,1
824,Convergence IT Services - Implementation/Business Analy ...,Convergence IT Services,2 to 3 Yrs, Maharashtra,Navi Mumbai,Regular,Business Analyst,1
825,Business Analyst,RESEARCHTECH,2 to 6 Yrs,All India,Not Available,Regular,Business Analyst,1
